nome,genero,data_nascimento,presenca_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,salario_bruto,quant_viagem
MAURÍCIO ALEXANDRE DZIEDRICKI,M,26/07/1979,90,2,1,11,28,8,"378.904,42","28.557,96","41.243,96","59.588,36","44.634,78","61.628,19","34.814,58","28.693,50","28.155,60","27.746,72","23.740,77","100,00",0,"1.094.729,05","111.082,77","111.268,24","111.268,24","110.282,65","109.535,38","108.881,43","102.269,49","108.505,54","111.074,03","110.218,46",0,0,"33.763,00",0
CARLOS MAURO BENEVIDES FILHO,M,09/03/1959,88,4,4,28,1,1,"250.985,52","21.129,13","18.098,14","36.566,13","44.445,37","32.089,23","29.659,65","21.607,31","13.765,35","7.891,60","25.733,61","0,00",0,"1.007.041,50","93.447,35","102.672,10","102.672,10","105.278,45","105.278,45","105.278,45","103.707,60","97.162,37","97.162,37","97.162,37",0,0,"33.763,00",1
MERLONG SOLANO NOGUEIRA,M,17/09/1958,83,9,8,49,19,5,"320.190,30","32.534,86","34.007,17","65.910,85","49.741,86","44.576,54","33.550,37","18.790,80","882,39","2.003,60","36.053,54","2.138,32",0,"1.101.261,93","111.514,07","109.889,21","109.889,21","108.365,90","108.365,90","108.365,90","111.006,30","111.514,07","109.968,51","110.758,00",0,0,"33.763,00",0
MILTON COELHO DA SILVA NETO,M,21/12/1964,73,19,7,13,13,3,"406.028,75","41.372,83","54.381,30","41.283,16","61.001,85","69.046,75","36.898,77","32.238,51","31.948,13","25.293,35","11.642,39","921,71",0,"1.042.259,69","98.440,42","99.358,12","99.358,12","99.628,66","106.925,15","98.996,63","107.236,13","110.253,98","110.995,68","111.066,80",0,0,"33.763,00",0
MAURO NAZIF RASUL,M,30/01/1959,91,1,0,36,25,0,"100.784,53","4.235,25","3.815,58","13.417,43","17.031,41","26.117,27","21.453,99","8.734,30","4.519,14","1,25","1.437,89","21,02",0,"1.108.083,45","110.974,34","110.974,34","110.974,34","110.974,34","110.974,34","110.869,40","110.263,46","110.130,21","110.974,34","110.974,34",0,0,"33.763,00",0
MIGUEL LOMBARDI,M,29/01/1964,92,0,0,58,13,0,"217.790,83","21.529,06","20.198,21","30.632,06","38.065,72","45.564,65","12.768,86","16.882,42","10.720,35","11.587,90","7.771,10","2.070,50",0,"1.101.861,13","110.285,02","108.913,76","108.913,76","108.699,50","108.742,35","110.027,91","110.185,82","111.659,62","111.659,62","111.659,62",0,0,"33.763,00",0
MAURO RIBEIRO LOPES,M,24/05/1936,84,8,0,20,24,0,"327.838,68","29.210,99","42.786,99","43.725,40","42.443,21","51.164,98","31.636,03","29.963,37","26.198,94","19.363,50","11.345,27","0,00",0,"1.090.963,84","111.241,16","111.038,05","111.038,05","110.514,27","111.241,16","111.241,16","111.241,16","104.860,70","98.879,02","109.466,00",0,0,"33.763,00",0
MISAEL ARTUR FERREIRA VARELLA,M,27/11/1959,72,20,16,2,11,2,"294.347,22","40.550,65","28.772,67","39.473,99","36.515,71","55.694,58","22.863,70","26.098,84","7.892,07","4.772,84","31.712,17","0,00",0,"1.113.759,47","111.649,87","111.538,32","111.538,32","111.538,32","111.538,32","111.538,32","111.538,32","111.538,32","111.463,71","109.877,65",0,0,"33.763,00",0
NELSON NED PREVIDENTE,M,14/02/1960,79,13,9,20,0,0,"322.542,80","51.552,78","56.554,42","57.033,13","51.660,97","58.746,46","6.365,91","10.378,00","3.887,61","6.650,92","19.712,60","0,00",0,"980.718,00","110.616,22","110.616,22","110.616,22","110.616,22","110.616,22","110.616,22","102.405,85","66.158,10","63.594,02","84.862,71",0,0,"33.763,00",0
NERI GELLER,M,07/11/1968,60,32,14,25,25,7,"322.194,69","26.016,06","29.783,49","39.536,45","41.096,72","45.632,52","37.712,93","29.857,26","35.665,64","22.036,30","14.232,16","625,16",0,"1.109.132,74","111.647,55","111.647,55","111.647,55","111.647,55","111.647,55","111.647,55","111.647,55","105.317,58","111.647,55","110.634,76",0,0,"33.763,00",1
NEREU CRISPIM,M,21/07/1963,76,16,15,36,30,16,"417.797,69","52.892,77","67.730,02","46.926,51","36.681,89","35.764,37","43.612,55","21.861,94","16.947,45","12.156,21","82.241,98","982,00",0,"1.097.932,79","109.332,85","111.617,15","111.617,15","111.498,26","111.444,57","109.844,51","108.850,50","107.832,63","108.701,27","108.613,75",0,0,"33.763,00",0
NEWTON CARDOSO JUNIOR,M,11/11/1979,85,7,1,25,13,1,"282.029,02","62.781,95","58.116,52","45.506,36","30.662,50","33.316,42","24.375,56","21.306,96","5.675,41","213,73","73,61","0,00",0,"1.098.429,50","111.046,40","111.152,64","111.152,64","110.209,90","110.209,90","110.104,96","108.206,02","109.148,38","109.148,38","108.993,02",0,0,"33.763,00",1
MILTON VIEIRA PINTO,M,16/09/1962,76,16,9,20,15,5,"284.680,47","15.104,76","24.431,95","43.074,46","32.806,86","43.685,44","26.364,39","34.727,21","27.787,62","22.992,52","13.705,26","0,00",0,"1.094.408,85","109.457,78","106.894,46","106.894,46","106.497,63","106.497,63","109.984,28","110.730,78","111.653,57","111.653,57","111.581,37",0,0,"33.763,00",0
NEUCIMAR FERREIRA FRAGA,M,26/06/1966,87,5,1,68,7,0,"349.436,13","34.545,81","33.612,52","49.129,99","55.029,76","67.613,75","35.393,03","21.575,54","12.366,55","10.463,83","28.539,40","1.165,95",0,"1.098.923,43","111.368,66","111.107,83","111.107,83","111.107,83","109.270,87","107.980,30","110.501,19","110.501,19","107.478,78","108.566,32",0,0,"33.763,00",1
NEY LEPREVOST NETO,M,26/10/1973,58,8,6,51,4,4,"250.300,45",0,0,0,"28.018,44","32.989,51","37.760,39","35.739,57","26.480,21","19.925,20","69.342,63","44,50",0,"730.472,10","0,00","0,00","0,00","76.475,21","102.555,61","109.080,88","109.944,25","111.055,51","110.166,27","111.194,37",0,0,"33.763,00",0
ANTONIO CARLOS NICOLETTI,M,21/07/1981,75,17,1,59,31,0,"369.112,29","38.016,72","67.484,95","68.546,23","46.662,93","44.145,52","29.902,09","21.903,43","14.408,35","16.165,84","21.876,23","0,00",0,"1.041.585,95","106.715,96","100.268,19","100.268,19","104.648,11","102.051,33","104.582,59","104.199,41","104.950,39","104.708,15","104.708,15",0,0,"33.763,00",0
NILTO IGNACIO TATTO,M,31/07/1963,87,5,4,28,21,4,"328.669,61","21.771,11","30.106,02","49.511,22","34.833,12","65.168,75","26.285,28","25.096,49","26.593,94","14.143,77","32.652,90","2.507,01",0,"1.114.366,15","111.240,10","111.477,66","111.477,66","111.477,66","111.477,66","111.477,66","111.477,66","111.477,66","111.477,66","111.477,66",0,0,"33.763,00",1
NILSON PINTO DE OLIVEIRA,M,25/03/1952,77,15,0,26,39,0,"340.162,81","39.664,04","46.872,66","56.655,20","37.457,02","35.301,13","36.143,13","32.546,53","26.440,59","14.982,99","13.649,53","449,99",0,"1.102.101,46","111.368,62","111.368,62","111.368,62","109.207,75","109.771,77","111.671,95","111.671,95","110.439,24","109.852,23","105.380,71",0,0,"33.763,00",0
ODAIR JOSÉ DA CUNHA,M,18/06/1976,82,10,7,10,5,0,"304.994,45","55.346,62","34.653,62","37.546,58","42.542,21","34.172,80","29.794,44","18.443,73","32.816,78","7.463,12","11.963,31","251,24",0,"1.102.598,87","111.079,82","110.852,83","110.852,83","109.882,90","111.168,04","110.621,09","105.404,52","110.351,88","111.192,48","111.192,48",0,0,"33.763,00",0
ONYX DORNELLES LORENZONI,M,03/10/1954,54,15,0,11,15,0,"136.189,28",0,0,"2.593,42","28.196,18","26.612,67","21.776,63","21.981,35","21.195,51","7.719,73","5.461,10","652,69",0,"643.704,98","0,00","1.497,48","1.497,48","80.959,97","107.801,60","110.926,90","98.786,99","82.200,32","78.655,54","82.876,18",0,0,"33.763,00",0
ORLANDO SILVA DE JESUS JUNIOR,M,27/05/1971,86,6,6,55,31,2,"347.684,93","34.078,45","50.115,29","48.011,52","36.761,90","35.143,24","42.254,79","31.343,85","29.333,12","17.559,57","22.948,20","135,00",0,"1.111.690,71","111.617,03","111.617,03","111.617,03","111.617,03","111.617,03","110.482,75","110.592,71","110.092,96","111.501,80","110.935,34",0,0,"33.763,00",1
NIVALDO FERREIRA DE ALBUQUERQUE NETO,M,07/01/1988,67,25,10,3,24,5,"389.428,26","51.142,75","32.527,80","36.723,40","44.128,80","45.988,02","40.122,75","36.721,32","36.428,86","25.644,56","40.000,00","0,00",0,"1.108.543,32","109.956,52","110.816,48","110.816,48","110.816,48","110.816,48","110.835,89","111.538,32","111.538,32","111.538,32","109.870,03",0,0,"33.763,00",0
OLIVAL HENRIQUE MARQUES DE SOUZA,M,09/01/1982,81,11,6,14,22,1,"348.705,13","64.969,14","46.736,63","44.780,36","30.622,11","46.335,41","33.972,17","36.328,22","102,58","52,03","44.758,25","48,23",0,"1.111.361,39","111.623,31","109.592,61","109.592,61","111.004,98","111.649,12","111.623,31","111.623,31","111.623,31","111.623,31","109.374,82",0,0,"33.763,00",0
OSMAR GASPARINI TERRA,M,18/02/1950,78,14,13,51,20,19,"350.612,89","33.397,85","46.176,89","34.640,39","49.625,96","53.227,35","32.297,67","47.515,44","36.597,23","7.122,49","9.713,41","298,21",0,"1.112.941,73","109.825,73","111.653,70","111.653,70","111.653,70","111.653,70","111.406,01","110.461,51","111.544,56","111.544,56","111.544,56",0,0,"33.763,00",0
OSIRES RODRIGUES DAMASO,M,16/04/1963,53,7,0,28,17,3,"255.990,91","31.408,43","40.910,15","58.301,89","73.416,69","21.231,60","1.370,50",0,0,0,"28.120,28","1.231,37",0,"1.079.907,46","110.263,55","110.459,82","110.459,82","110.403,44","108.465,34","105.166,62","104.902,35","104.902,35","106.842,20","107.140,64",0,0,"33.763,00",0
OSMAR JOSÉ SERRAGLIO,M,23/05/1948,90,2,2,18,6,1,"320.921,03","19.077,70","29.207,40","26.130,41","20.067,80","44.531,69","51.037,47","44.790,12","55.420,83","11.583,44","17.433,34","1.640,83",0,"1.078.596,19","102.045,23","102.373,18","102.373,18","107.128,41","107.128,41","111.455,77","111.604,99","111.604,99","111.604,99","111.604,99",0,0,"33.763,00",0
OSSESIO JOSE DA SILVA,M,09/12/1954,91,1,0,40,23,0,"326.705,74","22.856,08","32.967,51","44.885,09","44.251,03","42.878,97","36.165,64","32.571,00","36.167,25","16.417,17","15.511,06","2.034,94",0,"1.048.780,85","95.126,13","100.049,61","100.049,61","101.155,61","107.399,42","109.451,62","109.451,62","109.451,62","109.451,62","107.193,99",0,0,"33.763,00",0
JOSE OTACI BARROSO DO NASCIMENTO,M,18/08/1977,74,18,4,9,39,3,"368.718,02","34.097,64","49.392,31","48.210,97","34.983,27","71.884,29","52.613,86","34.187,15","24.172,09","19.176,44","0,00","0,00",0,"1.060.727,53","110.634,47","111.461,19","111.461,19","104.089,69","105.399,95","109.079,92","98.027,86","102.477,45","105.600,39","103.322,14",0,0,"33.763,00",0
OTONI MOURA DE PAULO JUNIOR,M,22/11/1976,84,8,4,22,15,5,"311.152,22","29.251,54","38.621,21","33.877,22","38.157,30","34.241,98","39.525,24","32.193,49","28.983,36","14.438,89","21.861,99","0,00",0,"1.094.715,33","111.344,26","103.979,14","103.979,14","109.309,25","108.218,25","109.698,65","110.326,95","111.397,23","108.096,55","111.000,79",0,0,"33.763,00",0
LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA,M,10/12/1977,92,0,0,58,1,0,"262.469,14","31.403,73","29.475,83","44.044,70","36.275,81","37.791,57","25.474,97","22.228,02","13.587,63","12.264,36","9.922,52","0,00",0,"1.104.744,46","111.586,85","110.910,09","110.910,09","111.665,82","111.665,82","111.665,82","111.338,69","111.132,04","111.132,04","104.252,59",0,0,"33.763,00",0
LUIZ PHILIPPE DE ORLEANS BRAGANÇA,M,03/04/1969,83,9,0,26,7,0,"223.660,21","19.234,16","41.336,91","21.511,75","44.161,20","47.173,05","7.449,77","24.167,48","10.538,27","769,81","7.317,81","0,00",0,"836.796,44","80.014,24","78.351,82","78.351,82","77.614,00","88.736,90","88.736,90","87.317,09","86.046,97","84.982,14","84.982,14",0,0,"33.763,00",0
LUIZ CARLOS MOTTA,M,24/04/1959,84,8,0,25,25,0,"198.130,09","14.042,14","18.661,32","24.345,26","27.399,17","56.728,50","17.013,50","17.082,53","5.413,05","9.042,24","8.142,09","260,29",0,"1.105.537,79","111.398,85","111.398,85","111.398,85","111.398,85","111.398,85","111.354,57","110.070,44","110.070,44","110.070,44","106.977,65",0,0,"33.763,00",0
LUIZ HILOSHI NISHIMORI,M,09/04/1949,70,22,19,19,13,6,"330.074,38","26.662,66","40.716,70","40.962,20","48.292,97","35.368,39","19.045,34","23.509,88","23.445,46","13.016,89","59.053,89","0,00",0,"1.109.933,29","110.729,39","110.412,97","110.412,97","111.629,27","111.629,27","111.629,27","111.629,27","111.586,42","111.629,27","111.629,27",0,0,"33.763,00",0
LUIZ CARLOS GOMES DOS SANTOS JUNIOR,M,16/08/1979,54,14,6,22,36,7,"313.123,72",0,0,0,"60.278,28","45.102,92","59.103,24","25.424,98","22.413,28","4.801,02","96.000,00","0,00",0,"768.663,19","0,00","0,00","0,00","99.490,98","111.544,01","111.370,30","111.559,83","111.589,20","111.555,30","111.553,57",0,0,"33.763,00",0
LUIZ GOULARTE ALVES,M,06/06/1962,83,9,6,79,7,3,"285.318,72","17.529,81","25.209,26","27.551,78","33.767,73","60.114,45","51.834,55","20.110,94","22.280,94","15.064,03","10.898,43","956,80",0,"1.095.279,82","108.232,40","109.900,50","109.900,50","109.900,50","109.900,50","109.900,50","108.325,93","109.537,14","109.900,50","109.900,50",0,0,"33.763,00",0
OTTO ROBERTO MENDONÇA DE ALENCAR FILHO,M,07/07/1977,85,7,7,38,8,3,"309.949,51","28.191,31","32.661,13","41.179,54","35.834,47","40.153,83","38.194,37","35.104,11","26.903,72","27.484,62","3.963,73","278,68",0,"1.110.778,20","111.077,82","111.077,82","111.077,82","111.077,82","111.077,82","111.077,82","111.077,82","111.077,82","111.077,82","111.077,82",0,0,"33.763,00",0
VITOR HUGO DE ARAUJO ALMEIDA,M,31/05/1977,87,5,5,3,0,0,"247.991,02","16.432,60","26.263,43","32.192,06","24.370,73","53.974,90","20.455,63","20.521,90","18.883,41","19.878,69","14.201,72","815,95",0,"1.069.836,62","107.407,57","109.197,36","109.197,36","107.703,17","109.899,43","101.572,63","102.809,45","106.773,19","109.126,21","111.653,64",0,0,"33.763,00",0
MARCEL VAN HATTEM,M,08/11/1985,92,0,0,73,17,13,"95.767,47","8.123,69","12.211,18","13.243,58","12.804,33","14.137,18","10.989,52","6.481,38","8.305,85","1.594,95","7.201,12","674,69",0,"729.302,93","59.210,65","77.565,06","77.565,06","86.027,94","88.136,42","88.475,30","88.365,70","66.535,02","50.212,88","50.212,88",0,0,"33.763,00",1
MARCELO HENRIQUE TEIXEIRA DIAS,M,16/02/1974,82,10,0,12,5,0,"285.409,71","30.085,79","35.297,73","48.468,84","34.529,84","42.150,69","25.388,43","21.373,22","20.519,82","20.596,13","6.614,84","384,38",0,"1.104.089,09","110.549,48","110.549,48","110.549,48","110.549,48","110.453,99","109.913,41","111.574,63","110.366,56","109.791,29","109.791,29",0,0,"33.763,00",0
MARCELO GUILHERME DE ARO FERREIRA,M,12/06/1987,84,8,3,10,49,2,"307.213,40","26.986,31","36.212,74","47.099,34","36.707,50","41.663,07","44.619,68","30.286,71","26.697,75","14.022,88","2.892,70","24,72",0,"1.080.767,01","106.502,04","111.653,48","111.653,48","104.573,06","103.998,48","103.998,48","108.171,78","109.020,22","111.580,78","110.200,13",0,0,"33.763,00",0
MARCELO PIRES MORAES,M,07/08/1979,87,5,3,16,19,3,"212.374,45","15.903,33","44.958,34","24.488,41","24.420,07","33.677,36","32.417,15","26.539,86","4.190,21","4.850,81","928,91","0,00",0,"1.090.745,07","108.976,88","110.469,44","110.469,44","111.026,25","109.177,45","111.653,48","111.653,48","111.653,48","105.897,43","103.044,72",0,0,"33.763,00",0
MARCELO CALERO FARIA GARCIA,M,07/07/1982,65,5,5,52,30,7,"194.103,82",0,"1,10","0,00","29.402,30","28.404,63","33.524,41","20.206,58","29.621,93","26.777,31","25.447,67","717,89",0,"534.667,18","0,00","3.594,88","3.594,88","49.213,63","59.918,95","67.197,14","73.698,14","80.943,09","86.692,72","89.528,34",0,0,"33.763,00",0
MARCELO RIBEIRO FREIXO,M,12/04/1967,87,5,0,4,14,0,"220.700,09","25.371,50","37.740,75","19.009,57","39.407,40","37.663,26","20.187,89","24.073,45","6.438,59","3.826,90","6.980,78","0,00",0,"1.068.647,07","109.763,04","107.855,63","107.855,63","110.816,54","106.834,03","107.170,93","111.113,71","105.198,94","100.500,32","100.512,40",0,0,"33.763,00",0
JOSÉ MARCELO DO NASCIMENTO NILO,M,26/04/1955,80,12,6,13,2,2,"366.890,19","61.106,10","34.937,85","36.268,18","40.958,43","35.389,33","43.742,38","26.510,69","33.743,64","25.941,00","25.061,20","3.231,39",0,"1.116.172,50","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25",0,0,"33.763,00",0
MÁRCIO JERRY SARAIVA BARROSO,M,14/11/1966,63,5,2,21,14,0,"163.473,09",0,0,0,"20.971,05","47.522,26","31.931,29","25.964,48","19.440,27","13.985,08","3.427,26","231,40",0,"708.518,79","0,00","0,00","0,00","71.249,98","96.777,84","101.748,27","109.177,73","108.910,83","109.376,66","111.277,48",0,0,"33.763,00",0
MARCIO LUIZ ALVINO DE SOUZA,M,14/06/1969,92,0,0,3,2,0,"134,51","0,65","10,41","24,07","12,54","20,48","24,95","21,49","16,96","2,96","0,00","0,00",0,"1.064.964,28","111.659,72","111.659,72","111.659,72","110.429,57","111.392,82","109.744,53","99.030,68","98.700,75","100.771,53","101.884,90",0,0,"33.763,00",0
PEDRO AUGUSTO PALARETI,M,08/05/1963,58,34,30,0,0,0,"348.207,62","45.002,25","39.018,30","40.476,10","35.738,01","40.011,13","27.595,55","37.061,80","25.670,21","26.631,48","31.002,79","0,00",0,"1.099.514,65","111.303,15","108.880,91","108.880,91","110.241,85","108.844,10","110.633,34","111.623,25","108.056,54","110.241,43","109.098,65",0,0,"33.763,00",0
MÁRCIO DA SILVEIRA LABRE,M,27/02/1974,88,4,2,40,15,0,"254.678,41","31.765,87","30.612,66","43.142,47","38.731,34","39.322,53","28.005,00","17.658,24","14.921,61","10.361,64","101,04","56,01",0,"1.113.154,94","110.430,70","111.624,11","111.624,11","110.842,85","111.612,93","111.659,50","111.035,13","111.271,52","111.646,42","111.429,65",0,0,"33.763,00",0
MARCELO RAMOS RODRIGUES,M,29/08/1973,82,10,8,2,7,0,"390.210,55","20.242,76","39.354,81","57.067,23","41.462,69","41.579,55","62.349,92","61.760,73","26.114,33","23.392,50","16.672,07","213,96",0,"1.105.239,61","111.617,27","111.465,63","111.465,63","108.808,39","109.386,03","111.155,67","111.295,59","109.732,76","110.023,99","111.617,28",0,0,"33.763,00",0
MARCIO DELLA VALLE BIOLCHI,M,23/05/1979,82,10,8,1,7,0,"328.745,98","29.839,52","27.502,09","37.568,05","60.835,16","62.647,47","28.392,17","39.477,13","22.006,65","9.774,70","9.645,25","1.057,79",0,"1.082.337,06","111.398,83","111.313,13","111.313,13","110.867,47","111.082,43","107.055,29","104.805,27","104.805,27","104.805,27","104.805,27",0,0,"33.763,00",0
PEDRO LUCAS ANDRADE FERNANDES RIBEIRO,M,01/11/1979,81,11,10,45,20,8,"357.966,11","35.356,92","46.331,54","47.765,23","40.146,04","35.975,34","30.438,93","45.067,84","23.587,48","18.965,33","20.615,38","13.716,08",0,"1.113.557,59","111.508,09","111.508,09","111.508,09","111.508,09","109.984,78","111.508,09","111.508,09","111.508,09","111.508,09","111.508,09",0,0,"33.763,00",0
PEDRO TORRES BRANDÃO VILELA,M,01/05/1985,85,7,5,43,26,5,"393.054,99","31.328,35","40.549,36","55.871,88","58.384,84","42.801,44","30.516,96","34.120,10","39.606,51","35.100,26","23.402,57","1.372,72",0,"1.113.010,42","111.574,73","111.574,73","111.574,73","111.157,40","111.574,72","111.423,47","110.673,83","110.454,25","111.568,59","111.433,97",0,0,"33.763,00",0
PEDRO OLIVEIRA CUNHA LIMA,M,15/08/1988,39,4,0,0,1,0,"54.138,40","15.105,40","6.552,71",0,0,0,"19.551,73","4.675,93","7.482,04","744,31","26,28","0,00",0,"1.049.837,65","102.779,29","103.224,64","103.224,64","109.682,19","109.459,52","109.682,19","103.892,66","102.779,29","102.779,29","102.779,29",0,0,"33.763,00",0
PEDRO DEBONI LUPION MELLO,M,04/06/1983,80,12,9,62,7,1,"306.966,59","6.990,56","44.793,64","46.634,00","51.461,51","41.298,48","35.147,53","27.135,20","18.926,03","17.314,08","17.265,56","0,00",0,"1.109.508,71","111.605,04","111.605,04","111.605,04","111.605,04","105.063,35","111.605,04","111.605,04","111.605,04","111.605,04","111.605,04",0,0,"33.763,00",1
PEDRO PAULO CARVALHO TEIXEIRA,M,29/06/1972,63,5,0,15,12,0,"248.251,66",0,0,0,"51.163,43","42.918,65","43.675,67","42.675,89","12.939,06","27.396,36","27.482,60","0,00",0,"484.425,37","0,00","0,00","0,00","25.314,28","64.406,44","81.028,78","68.927,62","64.604,46","98.824,28","81.319,51",0,0,"33.763,00",0
PEDRO BANDARRA WESTPHALEN,M,19/12/1950,91,1,0,75,3,2,"374.641,16","36.518,28","54.324,72","62.114,31","50.504,82","44.251,67","34.167,19","35.224,30","25.574,63","8.729,07","19.392,14","3.840,03",0,"1.115.262,50","111.526,25","111.526,25","111.526,25","111.526,25","111.526,25","111.526,25","111.526,25","111.526,25","111.526,25","111.526,25",0,0,"33.763,00",0
PEDRO FRANCISCO UCZAI,M,10/03/1963,82,10,9,48,43,12,"309.467,77","32.367,32","26.624,20","29.187,49","18.046,24","52.327,88","47.932,03","39.574,89","34.048,81","9.759,62","19.368,58","230,71",0,"1.114.305,26","111.168,36","111.623,31","111.623,31","111.623,31","111.395,97","110.426,54","111.623,30","111.623,30","111.623,30","111.623,30",0,0,"33.763,00",0
ANTÔNIO PINHEIRO NETO,M,30/05/1991,91,1,1,20,5,4,"294.243,28","34.997,43","47.358,67","38.778,05","35.564,82","34.383,72","26.281,37","23.988,24","21.895,37","8.254,43","22.120,56","620,62",0,"1.107.362,29","111.556,62","111.556,62","111.556,62","107.672,88","108.716,69","110.221,78","111.520,27","111.520,27","111.520,27","111.520,27",0,0,"33.763,00",0
ALCIDES RIBEIRO FILHO,M,25/10/1953,85,7,0,37,24,0,"340.097,37","33.108,61","33.113,89","48.105,19","48.107,00","48.112,75","33.107,36","36.344,43","15.569,34","12.097,38","31.074,94","1.356,48",0,"1.107.759,02","111.586,87","110.799,10","110.799,10","108.381,81","111.671,93","110.344,32","111.671,93","111.029,15","110.343,52","110.343,52",0,0,"33.763,00",0
JOZIEL FERREIRA CARLOS,M,22/04/1966,88,4,0,35,42,0,"328.259,88","26.284,98","21.925,42","46.651,94","55.224,11","45.817,36","25.815,11","24.873,87","32.404,12","21.329,86","27.427,97","505,14",0,"1.093.222,67","110.786,15","110.786,15","110.786,15","110.786,15","111.298,81","110.023,45","111.617,14","111.033,65","111.084,56","95.020,46",0,0,"33.763,00",0
RAIMUNDO MAGALHÃES COSTA,M,09/03/1961,77,15,10,25,21,8,"385.527,77","31.247,01","33.852,56","35.730,14","54.251,36","59.847,83","39.948,97","38.881,38","37.224,96","30.425,51","23.741,54","376,51",0,"1.103.448,31","109.381,85","110.344,94","110.344,94","107.265,94","110.092,70","110.034,01","111.291,20","110.355,30","111.665,71","111.572,77",0,0,"33.763,00",0
RAFAEL HUETE DA MOTTA,M,15/08/1986,80,12,5,27,25,4,"250.565,76","22.061,25","20.987,07","32.044,73","47.323,12","38.481,01","19.788,15","28.425,17","12.569,51","12.585,75","16.300,00","0,00",0,"1.116.110,63","111.611,09","111.611,06","111.611,06","111.611,06","111.611,06","111.611,06","111.611,06","111.611,06","111.611,06","111.611,06",0,0,"33.763,00",0
REGINALDO LÁZARO DE OLIVEIRA LOPES,M,02/04/1973,77,15,15,4,60,5,"284.727,53","22.866,69","27.219,10","59.587,46","50.048,57","49.989,97","35.479,55","19.697,60","15.557,40","2.851,16","1.377,71","52,32",0,"1.095.155,55","108.026,25","111.193,01","111.193,01","111.289,68","111.289,68","111.083,64","105.108,61","107.364,31","111.138,02","109.639,57",0,0,"33.763,00",0
DARCI POMPEO DE MATTOS,M,12/07/1958,89,3,2,65,54,11,"357.499,67","41.231,74","59.462,92","49.369,15","33.109,82","73.003,33","28.978,11","25.956,45","17.821,83","16.082,73","11.921,59","562,00",0,"1.111.211,14","111.204,69","110.681,07","110.681,07","110.983,29","111.198,62","111.016,67","111.016,67","111.100,61","111.392,73","111.412,10",0,0,"33.763,00",0
RAUL JEAN LOUIS HENRY JÚNIOR,M,06/06/1964,86,6,6,36,27,6,"274.939,11","38.165,25","27.107,83","30.472,86","39.228,39","44.657,47","34.719,45","33.058,24","17.205,35","5.575,16","3.910,59","838,52",0,"1.116.110,40","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04",0,0,"33.763,00",0
RENILDO VASCONCELOS CALHEIROS,M,20/04/1959,74,18,18,5,64,14,"275.747,56","25.389,44","28.887,96","30.867,82","32.538,33","33.726,63","37.650,53","30.620,56","25.957,77","19.988,78","9.301,73","818,01",0,"1.099.568,37","110.852,80","109.867,21","109.867,21","107.453,52","108.361,91","110.816,41","110.388,48","110.325,08","110.325,08","110.325,08",0,0,"33.763,00",0
ISRAEL MATOS BATISTA,M,02/05/1982,89,3,2,55,14,0,"265.423,98","24.294,73","25.264,69","33.230,03","31.069,74","44.260,36","16.543,25","15.516,55","11.331,89","12.985,33","50.927,41","0,00",0,"1.097.075,16","108.657,06","111.581,39","111.581,39","106.242,06","110.968,15","108.128,74","109.508,43","111.653,58","108.724,61","111.653,60",0,0,"33.763,00",0
RICARDO JOSÉ MAGALHÃES BARROS,M,15/11/1959,85,7,7,27,16,4,"286.887,69","30.337,94","29.984,02","32.699,54","38.325,55","31.338,43","31.141,41","40.542,02","28.929,56","8.765,20","14.824,02","0,00",0,"1.066.238,10","110.792,29","109.637,04","109.637,04","109.134,10","106.128,07","104.534,79","103.324,87","103.658,88","103.658,88","105.536,16",0,0,"33.763,00",0
RICARDO CORREA DE BARROS,M,27/10/1959,82,10,8,16,11,3,"239.740,45","34.114,07","31.898,49","33.217,15","47.538,24","47.361,51","22.483,72","14.839,35","3.821,91","2.615,91","1.320,06","530,04",0,"1.112.052,43","111.449,81","111.585,60","111.585,60","110.962,81","111.421,42","111.065,11","110.412,97","111.435,17","110.878,73","111.477,81",0,0,"33.763,00",0
RICARDO ZANATTA GUIDI,M,28/09/1977,92,0,0,27,13,2,"209.156,02","20.891,82","27.553,59","25.787,02","36.603,04","34.612,26","34.669,08","20.256,07","1.117,85","371,85","6.749,48","543,96",0,"1.115.695,05","111.665,83","111.665,83","111.665,83","110.702,58","111.665,83","111.665,83","111.665,83","111.665,83","111.665,83","111.665,83",0,0,"33.763,00",0
